연번 ,구분 ,관리기관명,운영노선명 ,역명,소재지도로명주소 ,소재지지번주소 ,위도 ,경도 ,지상 또는 지하 구분,역층,게이트 내외 구분,(근접) 출입구 번호,상세위치 ,전화번호 ,개방시간 ,화장실 설치장소 유형,오물처리방식 ,남녀공용화장실여부 ,남성용-대변기수 ,남성용-소변기수 ,남성용-장애인용대변기수 ,남성용-장애인용소변기수 ,남성용-어린이용대변기수 ,남성용-어린이용소변기수 ,여성용-대변기수 ,여성용-장애인용대변기수 ,여성용-어린이용대변기수 ,비상벨 설치유무 ,화장실입구cctv설치유무 ,기저귀교환대설치유무-남자화장실 ,기저귀교환대설치유무-남자장애인화장실 ,기저귀교환대설치유무-여자화장실 ,기저귀교환대설치유무-여자장애인화장실 ,리모델링 연도,데이터기준일자
207,공중화장실,서울교통공사,6호선,월드컵경기장,서울특별시 마포구 월드컵로 지하240(성산동),서울특별시 마포구 성산동 420 월드컵경기장역(6호선),37.569656,126.896869,지하,1,외부,2,대합실 (B1 2번출구방향 게이트옆), 02-6311-6191 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,5,8,1,,,,8,1,,Y,Y,Y,N,Y,N, 2008이전 ,2025-03-13
208,공중화장실,서울교통공사,6호선,월드컵경기장,서울특별시 마포구 월드컵로 지하240(성산동),서울특별시 마포구 성산동 420 월드컵경기장역(6호선),37.569656,126.896869,지하,1,내부,1,대합실 (B1 1번출구방향 게이트안쪽), 02-6311-6191 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,4,9,1,,,,7,1,,Y,Y,Y,N,Y,N, 2008이전 ,2025-03-13
209,공중화장실,서울교통공사,6호선,마포구청,서울특별시 마포구 월드컵로 지하190(성산동),서울특별시 마포구 성산동 592 마포구청역(6호선),37.563418,126.901283,지하,2,외부,8,가대합실 지하2층, 02-6311-6201 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,4,4,1,,1,,8,1,1,Y,Y,Y,N,Y,N,2020,2025-03-13
210,공중화장실,서울교통공사,6호선,마포구청,서울특별시 마포구 월드컵로 지하190(성산동),서울특별시 마포구 성산동 592 마포구청역(6호선),37.563418,126.901283,지하,1,외부,3 또는4,나대합실 지하1층 편의점옆, 02-6311-6201 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,3,4,1,,1,,7,1,1,Y,Y,N,Y,N,Y,2019,2025-03-13
211,공중화장실,서울교통공사,6호선,망원,서울특별시 마포구 월드컵로 지하77(망원동),서울특별시 마포구 망원동 378 망원역(6호선),37.555757,126.907718,지하,1,외부,1,B1 대합실 1번출구 옆, 02-6311-6211 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,2,3,1,,1,,6,1,1,Y,Y,N,Y,N,Y,2017,2025-03-13
212,공중화장실,서울교통공사,6호선,합정,서울특별시 마포구 양화로 지하55(서교동),서울특별시 마포구 서교동 393 합정역(2호선),37.549575,126.911802,지하,1,외부,8,대합실 1층 8번출구 앞, 02-6311-6221 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,2,4,1,,,,6,1,,Y,Y,N,Y,N,Y,2020,2025-03-13
213,공중화장실,서울교통공사,6호선,상수,서울특별시 마포구 독막로 지하85(상수동),서울특별시 마포구 상수동 309-10 상수역(6호선),37.547703,126.920759,지하,2,외부,1 또는2 또는3 또는4,B2 대합실 상가 미샤 옆, 02-6311-6231 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,2,5,1,,,,7,1,,Y,Y,N,Y,N,Y,2022,2025-03-13
214,공중화장실,서울교통공사,6호선,광흥창,서울특별시 마포구 독막로 지하165(창전동),서울특별시 마포구 창전동 145-17 광흥창역(6호선),37.547478,126.929666,지하,2,외부,1 또는2 또는5 또는6,대합실 2층 (1256번출구방향), 02-6311-6241 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,4,4,1,,1,,8,1,1,Y,Y,N,Y,N,Y,2017,2025-03-13
215,공중화장실,서울교통공사,6호선,대흥,서울특별시 마포구 대흥로 지하85(대흥동),서울특별시 마포구 대흥동 128-1 대흥역(6호선),37.547674,126.940143,지하,1,외부,4,대합실 1층 4번출구 앞, 02-6311-6251 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,4,3,1,,1,,7,1,1,Y,Y,N,Y,N,Y,2018,2025-03-13
216,공중화장실,서울교통공사,6호선,공덕,서울특별시 마포구 마포대로 지하100(공덕동),서울특별시 마포구 공덕동 423-29 공덕역(5호선),37.54322,126.949387,지하,1,외부,7,대합실 1층 7번출구 앞, 02-6311-5291 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,3,4,1,,1,,7,1,1,Y,Y,N,Y,N,Y,2019,2025-03-13
217,공중화장실,서울교통공사,6호선,효창공원앞,서울특별시 용산구 백범로 지하287(효창동),서울특별시 용산구 효창동 80 효창공원앞역(6호선),37.539289,126.95915,지하,1,외부,3 또는6,"대합실 1층 3,6번 출구 앞", 02-6311-6271 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,3,5,1,,,,8,1,,Y,Y,Y,N,Y,N, 2008이전 ,2025-03-13
218,공중화장실,서울교통공사,6호선,삼각지,서울특별시 용산구 한강대로 지하180(한강로1가),서울특별시 용산구 한강로1가 228-1 삼각지역(4호선),37.53563,126.974797,지하,1,외부,7 또는8,"대합실 1층 7,8번 출구 측면", 02-6311-6281 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,3,3,1,,1,,7,1,1,Y,Y,N,Y,N,Y,2018,2025-03-13
219,공중화장실,서울교통공사,6호선,녹사평,서울특별시 용산구 녹사평대로 지하195(용산동4가),서울특별시 용산구 용산동4가 4 녹사평역(6호선),37.534945,126.983163,지하,1,외부,1 또는2,"대합실 지하1층 1,2번 출구 진입 방향", 02-6311-6292 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,3,7,1,,,,9,1,,Y,Y,N,Y,Y,N, 2008이전 ,2025-03-13
220,공중화장실,서울교통공사,6호선,이태원,서울특별시 용산구 이태원로 지하177(이태원동),서울특별시 용산구 이태원동 119-23 이태원역(6호선),37.534533,126.99239,지하,1,외부,3,B1 대합실 E/S 옆, 02-6311-6301 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,3,5,1,,,,5,1,,Y,Y,N,Y,Y,N,2010,2025-03-13
221,공중화장실,서울교통공사,6호선,한강진,서울특별시 용산구 이태원로 지하287(한남동),서울특별시 용산구 한남동 726-494 한강진역(6호선),37.539518,126.999547,지하,1,내부,1 또는2 또는3,대합실 B1층 임대상가(gs25)옆, 02-6311-6311 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,3,6,1,,,,10,1,,Y,Y,N,Y,N,Y,2022,2025-03-13
222,공중화장실,서울교통공사,6호선,버티고개,서울특별시 중구 다산로 지하38(신당동),서울특별시 중구 신당동 366-454 버티고개역(6호선),37.547892,127.004934,지하,1,외부,1,대합실 1층 1번출구 앞, 02-6311-6321 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,2,3,1,,1,,5,1,1,Y,Y,N,Y,N,Y,2018,2025-03-13
223,공중화장실,서울교통공사,6호선,약수,서울특별시 중구 다산로 지하122(신당동),서울특별시 중구 신당동 369-44 약수역(3호선),37.553465,127.009158,지하,1,외부,7 또는8,"대합실 B1 7,8번 출구앞", 02-6311-6331 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,2,3,1,,,,6,1,,Y,Y,N,Y,N,Y,2018,2025-03-13
224,공중화장실,서울교통공사,6호선,청구,서울특별시 중구 청구로 지하77(신당동),서울특별시 중구 신당동 295-2 청구역(5호선),37.557424,127.009814,지하,1,외부,1,B1 대합실 1번출구 나가는 방향 맞은편 위치, 02-6311-5371 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,4,4,1,,,,8,1,,Y,Y,N,Y,N,Y,2022,2025-03-13
225,공중화장실,서울교통공사,6호선,신당,서울특별시 중구 퇴계로 지하431-1(신당동),서울특별시 중구 신당동 99 신당역(2호선),37.565671,127.017279,지하,1,외부,5 또는6 또는7 또는8,대합실 B1층 5~8번출구 나가는 방향 계단 하부, 02-6311-6351 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,3,3,1,,1,,6,1,1,Y,Y,N,Y,N,Y,2016,2025-03-13
226,공중화장실,서울교통공사,6호선,동묘앞,서울특별시 종로구 종로 359(숭인동),서울특별시 종로구 숭인동 117 동묘앞역(1호선),37.572729,127.013819,지하,1,외부,7,대합실 1층 7번출구 앞, 02-6311-6361 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,2,3,1,,1,,5,1,1,Y,Y,Y,N,Y,N,2020,2025-03-13
227,공중화장실,서울교통공사,6호선,창신,서울특별시 종로구 지봉로 지하112(창신동),서울특별시 종로구 창신동 20-8 창신역(6호선),37.579361,127.013092,지하,1,내부,3 또는4,대합실 1층 E/V1호기 뒷편, 02-6311-6371 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,3,5,1,,,,6,1,,Y,Y,Y,N,Y,N, 2008이전 ,2025-03-13
228,공중화장실,서울교통공사,6호선,보문,서울특별시 성북구 보문로 지하116(보문동1가),서울특별시 성북구 보문동1가 127-1 보문역(6호선),37.58533,127.017202,지하,2,외부,1 또는2,지하2층 대합실 아이센터 옆, 02-6311-6381 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,4,9,1,,,,11,1,,Y,Y,Y,N,N,Y, 2008이전 ,2025-03-13
229,공중화장실,서울교통공사,6호선,안암,서울특별시 성북구 고려대로 지하89(안암동5가),서울특별시 성북구 안암동5가 146-1 안암역(6호선),37.587422,127.029258,지하,1,외부,3 또는4,"대합실 B1층 3,4번출구 계단 인근", 02-6311-6391 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,2,4,,,,,6,,,Y,Y,Y,N,Y,N, 2008이전 ,2025-03-13
230,공중화장실,서울교통공사,6호선,안암,서울특별시 성북구 고려대로 지하89(안암동5가),서울특별시 성북구 안암동5가 146-1 안암역(6호선),37.587422,127.029258,지하,2,내부,3 또는4,대합실 B2층 봉화산방면 승강장 계단 인근, 02-6311-6391 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,3,4,1,,,,8,1,,Y,Y,N,Y,N,Y,2019,2025-03-13
231,공중화장실,서울교통공사,6호선,고려대,서울특별시 성북구 종암로 지하1(종암동),서울특별시 성북구 종암동 29-18 고려대역(6호선),37.590401,127.03367,지하,1,내부,2,지하 1층 대합실(게이트 안), 02-6311-6401 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,4,3,1,,1,,7,1,1,Y,Y,N,Y,N,Y,2017,2025-03-13
232,공중화장실,서울교통공사,6호선,월곡,서울특별시 성북구 월곡로 지하107(하월곡동),서울특별시 성북구 하월곡동 35-1 월곡역(6호선),37.601925,127.039341,지하,1,외부,1 또는2 또는3,지하 1층 , 02-6311-6411 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,3,8,1,,,,7,1,,Y,Y,Y,N,N,Y, 2008이전 ,2025-03-13
233,공중화장실,서울교통공사,6호선,상월곡,서울특별시 성북구 화랑로 지하157(상월곡동),서울특별시 성북구 상월곡동 26-1 상월곡역(6호선),37.6066,127.046673,지하,2,외부,1 또는4,"지하 2층 대합실(1, 4번출구방면)", 02-6311-6421 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,4,6,1,,,,8,1,,Y,Y,Y,N,N,Y, 2008이전 ,2025-03-13
234,공중화장실,서울교통공사,6호선,돌곶이,서울특별시 성북구 화랑로 지하243(석관동),서울특별시 성북구 석관동 349-8 돌곶이역(6호선),37.610493,127.054214,지하,1,외부,6 또는7,"지하 1층 대합실(6,7번출구 사이)", 02-6311-6431 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,4,5,1,,1,,9,1,1,Y,Y,N,Y,N,Y,2019,2025-03-13
235,공중화장실,서울교통공사,6호선,석계,서울특별시 노원구 화랑로 지하 347-1(월계동) ,서울특별시 노원구 월계동 25-2 석계역(6호선),37.615233,127.064155,지하,1,외부,7,지하 1층 대합실(7번출구 앞), 02-6311-6441 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,3,4,1,,,,7,1,1,Y,Y,Y,N,N,Y,2008이전,2025-03-13
236,공중화장실,서울교통공사,6호선,석계,서울특별시 노원구 화랑로 지하 347-1(월계동) ,서울특별시 노원구 월계동 25-2 석계역(6호선),37.615233,127.064155,지하,2,내부,2 또는3,지하 2층 대합실(환승통로), 02-6311-6441 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,3,4,1,1,,,7,1,,Y,Y,Y,N,N,Y,2024,2025-03-13
237,공중화장실,서울교통공사,6호선,태릉입구,서울특별시 노원구 동일로 지하 992-1(공릉동),서울특별시 노원구 공릉동 616-4 태릉입구역(6호선),37.62187,127.086099,지하,1,외부,1,대합실 지하1층 아이센터 옆, 02-6311-7171 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,4,5,1,1,,,6,1,1,Y,Y,Y,N,N,Y, 2008이전 ,2025-03-13
238,공중화장실,서울교통공사,6호선,화랑대,서울특별시 노원구 화랑로 지하510(공릉동),서울특별시 노원구 공릉동 285-2 화랑대역(6호선),37.621869,127.079533,지하,1,외부,6 또는7,지하 1층 대합실(게이트 밖), 02-6311-6461 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,4,10,1,1,1,,13,1,1,Y,Y,Y,N,Y,N, 2008이전 ,2025-03-13
239,공중화장실,서울교통공사,6호선,봉화산,서울특별시 중랑구 신내로 지하232(신내동),서울특별시 중랑구 신내동 643-1 봉화산역(6호선),37.699655,127.050087,지하,1,외부,2 또는3,지하 1층 대합실(고객상담실 옆), 02-6311-6471 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,3,3,1,,,,6,1,,Y,Y,N,Y,N,Y,2022,2025-03-13
240,공중화장실,서울교통공사,7호선,장암,경기도 의정부시 동일로 121(장암동),경기도 의정부시 장암동 160-8 장암역(7호선),37.69995657,127.0528183,지상,1,외부,1,1층 게이트 옆, 02-6311-7091 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,2,3,1,,,,5,1,,Y,Y,Y,N,Y,N,2015,2025-03-13
241,공중화장실,서울교통공사,7호선,도봉산,서울특별시 도봉구 도봉로 964-40(도봉동),서울특별시 도봉구 도봉동 38-3 도봉산역(7호선),37.68963047,127.0464256,지상,1,외부, 1-1,지상1층 대합실 앞, 02-6311-7101 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,3,3,1,,1,,6,1,1,Y,Y,Y,Y,Y,Y,2016,2025-03-13
242,공중화장실,서울교통공사,7호선,도봉산,서울특별시 도봉구 도봉로 964-40(도봉동),서울특별시 도봉구 도봉동 38-3 도봉산역(7호선),37.68963047,127.0464256,지상,1,내부,2,지상1층 환승통로 , 02-6311-7101 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,3,7,1,,1,,10,1,1,Y,Y,Y,N,Y,N,2014,2025-03-13
243,공중화장실,서울교통공사,7호선,수락산,서울특별시 노원구 동일로 지하1662(상계동),서울특별시 노원구 상계동 1132-9 수락산역(7호선),37.665375,127.055425,지하,2,외부,5,대합실 지하2층 고객상담실 앞, 02-6311-7111 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,5,7,1,,1,,12,1,1,Y,Y,N,Y,N,Y,2009,2025-03-13
244,공중화장실,서울교통공사,7호선,마들,서울특별시 노원구 동일로 지하1530-1(상계동),서울특별시 노원구 상계동 650 마들역(7호선),37.654527,127.058362,지하,2,외부,4 또는5,대합실 B2 에스컬레이터 앞 , 02-6311-7121 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,6,7,1,,,,13,1,,Y,Y,N,Y,N,Y,2014,2025-03-13
245,공중화장실,서울교통공사,7호선,노원,서울특별시 노원구 상계로 69-1(상계동),서울특별시 노원구 상계동 602-5 노원역(4호선),37.645494,127.061718,지하,2,외부,6,"지하2층대합실, 가아이센터앞", 02-6311-7131 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,3,4,1,,,,7,1,,Y,Y,N,Y,Y,N, 2008이전 ,2025-03-13
246,공중화장실,서울교통공사,7호선,중계,서울특별시 노원구 동일로 지하1308-1(중계동),서울특별시 노원구 중계동 503-3 중계역(7호선),37.63595,127.066024,지하,1,외부,1,지하1층 1번출구 옆, 02-6311-7141 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,5,6,1,,1,,11,1,1,Y,Y,N,Y,N,Y,2014,2025-03-13
247,공중화장실,서울교통공사,7호선,하계,서울특별시 노원구 동일로 지하1196(하계동),서울특별시 노원구 하계동 273-5 하계역(7호선),37.625787,127.070705,지하,1,외부,4,지하1층 4번출구, 02-6311-7151 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,4,6,1,,,,11,1,,Y,Y,N,Y,N,Y,2009,2025-03-13
248,공중화장실,서울교통공사,7호선,공릉,서울특별시 노원구 동일로 지하1074(공릉동),서울특별시 노원구 공릉동 385-4 공릉역(7호선),37.62554276,127.0730336,지하,1,외부,1 또는2,지하1층 아이센터 앞, 02-6311-7161 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,3,3,1,1,1,,6,1,1,Y,Y,N,Y,N,Y,2010,2025-03-13
249,공중화장실,서울교통공사,7호선,태릉입구,서울특별시 노원구 동일로 지하 992-1(공릉동),서울특별시 노원구 공릉동 616-4 태릉입구역(6호선),37.61845951,127.0754053,지하,3,외부,2 또는3,대합실 지하3층 고객상담실 앞, 02-6311-7171 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,3,4,1,,1,,8,1,1,Y,Y,N,Y,N,Y,2013,2025-03-13
250,공중화장실,서울교통공사,7호선,먹골,서울특별시 중랑구 동일로 지하901(묵동),서울특별시 중랑구 묵동 189-5 먹골역(7호선),37.61078,127.075518,지하,1,외부,1 또는2,B1층 대합실, 02-6311-7181 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,4,5,1,,1,,10,1,1,Y,Y,N,Y,N,Y,2014,2025-03-13
251,공중화장실,서울교통공사,7호선,중화,서울특별시 중랑구 동일로 지하797(중화동),서울특별시 중랑구 중화동 50-3 중화역(7호선),37.602572,127.077096,지하,1,외부,2,B1층  2번출구 방향, 02-6311-7191 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,3,4,1,,1,,8,1,1,Y,Y,N,Y,N,Y,2009,2025-03-13
252,공중화장실,서울교통공사,7호선,상봉,서울특별시 중랑구 망우로 297(상봉동),서울특별시 중랑구 상봉동 100-9 상봉역(7호선),37.595254,127.083664,지하,1,내부,1 또는2 또는5 또는6,"B1층  1,2,5,6번출구앞", 02-6311-7201 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,5,8,1,,1,,14,1,1,Y,Y,N,Y,N,Y,2009,2025-03-13
253,공중화장실,서울교통공사,7호선,면목,서울특별시 중랑구 면목로 지하407(면목동) ,서울특별시 중랑구 면목동 282-6 면목역(7호선),37.588745,127.085305,지하,1,외부,3,B1층 아이센터 앞, 02-6311-7211 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,5,6,1,,1,,12,1,1,Y,Y,N,Y,N,Y,2009,2025-03-13
254,공중화장실,서울교통공사,7호선,사가정,서울특별시 중랑구 사가정로 지하393(면목동),서울특별시 중랑구 면목동 495 사가정역(7호선),37.580966,127.086314,지하,1,외부,1,B1층  1번출구 앞, 02-6311-7221 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,2,5,1,,,,7,1,,Y,Y,N,Y,N,Y,2009,2025-03-13
255,공중화장실,서울교통공사,7호선,용마산,서울특별시 중랑구 용마산로 지하227(면목동),서울특별시 중랑구 면목동 1316-5 용마산역(7호선),37.573793,127.084629,지하,1,외부,1,B1층  1번출구 앞, 02-6311-7231 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,4,5,1,,1,,9,1,1,Y,Y,N,Y,N,Y,2015,2025-03-13
256,공중화장실,서울교통공사,7호선,중곡,서울특별시 광진구 능동로 지하417(중곡동),서울특별시 광진구 중곡동 273-2 7호선 중곡역(7호선),37.565535,127.081897,지하,2,외부,1 또는2 또는3,B2층  게이트 앞, 02-6311-7241 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,4,4,1,,1,,8,1,1,Y,Y,N,Y,N,Y,2012,2025-03-13
257,공중화장실,서울교통공사,7호선,어린이대공원,서울특별시 광진구 능동로 지하210(화양동),서울특별시 광진구 화양동 164-1 어린이대공원역(7호선),37.547905,127.072404,지하,2,외부,1 또는6,B2층  아이센터 옆, 02-6311-7261 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,4,7,1,,2,,11,1,2,Y,Y,N,Y,N,Y,2009,2025-03-13
258,공중화장실,서울교통공사,7호선,건대입구,서울특별시 광진구 아차산로 243(화양동),서울특별시 광진구 화양동 7-3 2호선 건대입구역(2호선),37.540389,127.067047,지하,2,내부,3,B2층 게이트 옆, 02-6311-7271 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,5,7,1,,1,,12,1,1,Y,Y,N,Y,N,Y,2013,2025-03-13
259,공중화장실,서울교통공사,7호선,뚝섬유원지,서울특별시 광진구 능동로 10(자양동),서울특별시 광진구 자양동 73-2 뚝섬유원지역(7호선),37.531537,127.064502,지상,2,내부,1 또는4,지상2층 대합실, 02-6311-7281 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,3,7,1,,,,6,1,,Y,Y,Y,N,Y,N, 2008이전 ,2025-03-13
260,공중화장실,서울교통공사,7호선,청담,서울특별시 강남구 학동로 지하508(청담동),서울특별시 강남구 청담동 77-76 청담역(7호선),37.51912,127.049748,지하,3,외부,3 또는12,B3 대합실 나 I센터 옆, 02-6311-7291 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,4,12,1,,,,14,1,,Y,Y,Y,N,N,Y, 2008이전 ,2025-03-13
261,공중화장실,서울교통공사,7호선,강남구청,서울특별시 강남구 학동로 지하346(삼성동),서울특별시 강남구 삼성동 111-44 강남구청역(7호선),37.517473,127.03898,지하,1,외부,1 또는4,B1층 대합실 가아이센터 맞은편, 02-6311-7301 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,3,4,1,,,,7,1,,Y,Y,N,Y,N,Y,2024,2025-03-13
262,공중화장실,서울교통공사,7호선,학동,서울특별시 강남구 학동로 지하180(논현동),서울특별시 강남구 논현동 279-67 학동역(7호선),37.515323,127.027744,지하,2,외부,1 또는2,"B2 1,2번 출구 계단 옆", 02-6311-7311 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,3,6,1,,,,8,1,,Y,Y,N,Y,N,Y, 2008이전 ,2025-03-13
263,공중화장실,서울교통공사,7호선,논현,서울특별시 강남구 학동로 지하102(논현동),서울특별시 강남구 논현동 279-67 논현역(7호선),37.511206,127.019539,지하,1,외부,7 또는8,"대합실 1층 7,8번 출구 근처", 02-6311-7321 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,4,11,1,,,,14,1,,Y,Y,N,Y,N,Y, 2008이전 ,2025-03-13
264,공중화장실,서울교통공사,7호선,논현,서울특별시 강남구 학동로 지하102(논현동),서울특별시 강남구 논현동 279-67 논현역(7호선),37.511206,127.019539,지하,2,외부,7 또는8,대합실 2층 왓슨스 매장 뒤편, 02-6311-7321 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,1,  -  ,1,,,,1,1,,Y,Y,N,Y,N,Y,2016,2025-03-13
265,공중화장실,서울교통공사,7호선,반포,서울특별시 서초구 신반포로 지하241(잠원동),서울특별시 서초구 잠원동 103 반포역(7호선),37.508213,127.009658,지하,2,외부,1 또는2 또는5 또는6,대합실 지하2층 계단 옆, 02-6311-7331 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,3,7,1,,,,9,1,,Y,Y,Y,N,N,Y, 2008이전 ,2025-03-13
266,공중화장실,서울교통공사,7호선,고속터미널,서울특별시 서초구 신반포로 지하188(반포동),서울특별시 서초구 반포동 19-11 고속터미널역(3호선),37.504914,127.002726,지하,1,외부,3,대합실 1층 3번출구 왼쪽, 02-6311-7341 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,2,3,1,,,,6,1,,Y,Y,N,Y,N,Y,2019,2025-03-13
267,공중화장실,서울교통공사,7호선,내방,서울특별시 서초구 서초대로 지하103(방배동),서울특별시 서초구 방배동 874-16 내방역(7호선),37.487707,126.991409,지하,1,외부,5 또는6 또는8,대합실 지하1층 5~8번출구방면, 02-6311-7351 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,3,6,1,,1,,9,1,,Y,Y,Y,N,N,Y,2020,2025-03-13
268,공중화장실,서울교통공사,7호선,이수,서울특별시 동작구 사당로 지하310(사당동),서울특별시 동작구 사당동 144-4 이수역(7호선),37.485936,126.979819,지하,1,외부,7 또는8,지하1층 연결통로, 02-6311-7361 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,5,6,1,,,,11,1,,Y,Y,Y,N,Y,N,2024,2025-03-13
269,공중화장실,서울교통공사,7호선,이수,서울특별시 동작구 사당로 지하310(사당동),서울특별시 동작구 사당동 144-4 이수역(7호선),37.485936,126.979819,지하,3,내부,7 또는8,지하3층 (가)게이트안쪽 상선 내부계단 옆, 02-6311-7361 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,3,6,1,,,,7,1,,Y,Y,N,Y,N,Y, 2008이전 ,2025-03-13
270,공중화장실,서울교통공사,7호선,남성,서울특별시 동작구 사당로 지하218(사당동),서울특별시 동작구 사당동 산25-33 남성역(7호선),37.484876,126.968484,지하,2,내부,2 또는3,대합실 상선 내부계단 옆, 02-6311-7371 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,3,5,1,,1,,8,1,1,Y,Y,N,Y,N,Y,2021,2025-03-13
271,공중화장실,서울교통공사,7호선,숭실대입구,서울특별시 동작구 상도로 지하378(상도동),서울특별시 동작구 상도동 514 숭실대입구역(7호선),37.496374,126.951315,지하,2,외부,1 또는2 또는3 또는4,대합실2층, 02-6311-7381 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,4,6,1,,1,,10,1,,Y,Y,N,Y,N,Y,2021,2025-03-13
272,공중화장실,서울교통공사,7호선,상도,서울특별시 동작구 상도로 지하272(상도1동),서울특별시 동작구 상도1동 702-1 상도역(중대입구역)(7호선),37.503072,126.945564,지하,2,외부,3 또는4 또는5,지하 2층 대합실 계단좌측, 02-6311-7391 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,2,4,1,,1,,6,1,1,Y,Y,N,Y,N,Y,2020,2025-03-13
273,공중화장실,서울교통공사,7호선,장승배기,서울특별시 동작구 상도로 지하188(상도동) ,서울특별시 동작구 상도동 26-20 장승배기역(7호선),37.504905,126.937002,지하,2,외부,5 또는6,"지하2층 대합실 5,6번 출구방향 내부계단 옆", 02-6311-7401 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,4,4,1,,1,,8,1,1,Y,Y,N,Y,N,Y,2021,2025-03-13
274,공중화장실,서울교통공사,7호선,신대방삼거리,서울특별시 동작구 상도로 지하76(대방동),서울특별시 동작구 대방동 406-10 신대방삼거리역(7호선),37.487519,126.911093,지하,2,외부,1 또는2,대합실 2층, 02-6311-7411 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,2,4,1,,1,,6,1,1,Y,Y,Y,N,Y,N,2020,2025-03-13
275,공중화장실,서울교통공사,7호선,보라매,서울특별시 동작구 상도로 지하2(대방동),서울특별시 동작구 대방동 466-51 보라매역(7호선),37.499929,126.918093,지하,1,외부,3,대합실 1층 3번출구 방향, 02-6311-7421 , 05:00~24:00 ,역사 내 화장실, 수세식 ,N,3,7,1,,,1,10,1,1,Y,Y,Y,N,Y,N, 2008이전 ,2025-03-13
